10:7:46:783;0;2051551;459;
10:7:47:784;1;1473252;662;
10:7:48:785;2;1261006;775;
10:7:49:785;3;1176737;831;
10:7:50:785;4;1271530;769;
10:7:51:785;5;1151223;849;
10:7:52:785;6;1233816;792;
10:7:53:785;7;1124305;869;
10:7:54:786;8;1128798;863;
10:7:55:786;9;1106419;887;
10:7:56:788;10;1040392;940;
10:7:57:790;11;1109847;885;
10:7:58:792;12;1179808;830;
10:7:59:792;13;1151145;852;
10:8:0:792;14;1161211;843;
10:8:1:793;15;1188184;823;
10:8:2:794;16;1025652;958;
10:8:3:796;17;1026095;958;
10:8:4:796;18;1106237;885;
10:8:5:797;19;1117629;877;
10:8:6:798;20;1114331;881;
10:8:7:799;21;1119965;876;
10:8:8:800;22;1114733;882;
10:8:9:800;23;1093524;899;
10:8:10:800;24;1057195;928;
10:8:11:800;25;1116117;878;
10:8:12:800;26;1054221;931;
10:8:13:800;27;1131512;866;
10:8:14:801;28;1107561;885;
10:8:15:802;29;1043797;942;
10:8:16:803;30;1099514;891;
10:8:17:804;31;1084015;906;
10:8:18:805;32;1051704;934;
10:8:19:805;33;1036938;942;
10:8:20:805;34;1054386;932;
10:8:21:805;35;1053745;932;
10:8:22:805;36;1103623;888;
10:8:23:805;37;1088199;901;
10:8:24:806;38;1027408;958;
10:8:25:806;39;1094786;897;
10:8:26:807;40;1043020;941;
10:8:27:807;41;1087500;901;
10:8:28:808;42;1030515;955;
10:8:29:809;43;1183792;828;
10:8:30:810;44;1157558;847;
10:8:31:810;45;1196146;819;
10:8:32:811;46;1173592;836;
10:8:33:811;47;1145961;856;
10:8:34:811;48;1120835;874;
10:8:35:811;49;1111295;882;
10:8:36:812;50;1097337;894;
10:8:37:812;51;1067409;920;
10:8:38:812;52;1077501;910;
10:8:39:812;53;1078322;912;
10:8:40:812;54;1061682;926;
10:8:41:812;55;1078157;914;
10:8:42:814;56;1096402;895;
10:8:43:814;57;1188719;823;
10:8:44:814;58;1176363;831;
10:8:45:814;59;1168982;837;
10:8:46:814;60;1173387;835;
10:8:47:815;61;1088845;901;
10:8:48:815;62;1038535;948;
10:8:49:815;63;1053095;935;
10:8:50:815;64;1037252;947;
10:8:51:815;65;1084539;905;
10:8:52:816;66;1059239;928;
10:8:53:816;67;1128118;869;
10:8:54:816;68;1105183;884;
10:8:55:816;69;1133989;863;
10:8:56:816;70;1082100;909;
10:8:57:817;71;1084780;908;
10:8:58:817;72;1028816;959;
10:8:59:817;73;1058604;932;
10:9:0:817;74;1143519;862;
10:9:1:817;75;1131909;870;
10:9:2:817;76;1177718;836;
10:9:3:817;77;1151354;855;
10:9:4:817;78;1115928;882;
10:9:5:817;79;1153008;853;
10:9:6:817;80;1083039;909;
10:9:7:817;81;1121908;877;
10:9:8:817;82;1138200;865;
10:9:9:817;83;1136281;864;
10:9:10:818;84;1130997;870;
10:9:11:818;85;1135118;867;
10:9:12:818;86;1104773;891;
10:9:13:818;87;1122424;876;
10:9:14:819;88;1117523;881;
10:9:15:819;89;1130413;872;
10:9:16:819;90;1085679;908;
10:9:17:819;91;1179680;833;
10:9:18:819;92;1211470;813;
10:9:19:819;93;1179921;834;
10:9:20:820;94;1155562;852;
10:9:21:820;95;1165489;844;
10:9:22:820;96;1178665;834;
10:9:23:820;97;1166371;844;
10:9:24:820;98;1151909;854;
10:9:25:820;99;1162123;846;
10:9:26:820;100;1155992;851;
10:9:27:820;101;1203653;818;
10:9:28:820;102;1158973;848;
10:9:29:820;103;1156042;852;
10:9:30:820;104;1194443;824;
10:9:31:820;105;1208890;814;
10:9:32:820;106;1116011;882;
10:9:33:820;107;1149357;856;
10:9:34:820;108;1167382;842;
10:9:35:821;109;1187355;829;
10:9:36:822;110;1192813;825;
10:9:37:822;111;1212419;812;
10:9:38:822;112;1133265;869;
10:9:39:823;113;1171211;840;
10:9:40:824;114;1163544;846;
10:9:41:825;115;1204714;817;
10:9:42:825;116;1117630;883;
10:9:43:825;117;1070642;923;
10:9:44:825;118;1133214;867;
10:9:45:825;119;1156951;850;
10:9:46:825;120;1052156;938;
10:9:47:825;121;1149235;856;
10:9:48:825;122;1196154;823;
10:9:49:825;123;1199492;820;
10:9:50:826;124;1119249;879;
10:9:51:826;125;1140868;862;
10:9:52:826;126;1180813;830;
10:9:53:826;127;1154642;853;
10:9:54:826;128;1183682;834;
10:9:55:827;129;1161571;851;
10:9:56:828;130;1098539;901;
10:9:57:829;131;1127466;876;
10:9:58:829;132;1117468;884;
10:9:59:830;133;1158272;853;
10:10:0:830;134;1111554;889;
10:10:1:831;135;1197323;825;
10:10:2:831;136;1206174;819;
10:10:3:831;137;1144527;861;
10:10:4:831;138;1191700;828;
10:10:5:831;139;1143799;862;
10:10:6:831;140;1158450;852;
10:10:7:831;141;1149850;858;
10:10:8:831;142;1153055;857;
10:10:9:831;143;1172945;842;
10:10:10:831;144;1176153;839;
10:10:11:831;145;1180061;837;
10:10:12:831;146;1157639;853;
10:10:13:831;147;1158979;852;
10:10:14:831;148;1159702;851;
10:10:15:831;149;1156959;854;
10:10:16:832;150;1195485;827;
10:10:17:833;151;1186925;832;
10:10:18:834;152;1103935;896;
10:10:19:835;153;1068679;927;
10:10:20:835;154;1042685;950;
10:10:21:836;155;1103796;895;
10:10:22:836;156;1097070;902;
10:10:23:836;157;1050018;942;
10:10:24:837;158;1111090;890;
10:10:25:837;159;1017475;972;
10:10:26:837;160;1016227;974;
10:10:27:837;161;1040165;951;
10:10:28:837;162;1079979;916;
10:10:29:837;163;1132285;872;
10:10:30:837;164;1169706;844;
10:10:31:837;165;1193494;827;
10:10:32:837;166;1188873;830;
10:10:33:837;167;1187101;832;
10:10:34:837;168;1166169;846;
10:10:35:839;169;1154599;855;
10:10:36:839;170;1193916;827;
10:10:37:839;171;1183533;834;
10:10:38:839;172;1164962;844;
10:10:39:840;173;1188256;824;
10:10:40:840;174;1221410;801;
10:10:41:840;175;1210407;813;
10:10:42:840;176;1210957;812;
10:10:43:840;177;1175848;837;
10:10:44:841;178;1169007;842;
10:10:45:841;179;1160709;848;
10:10:46:842;180;1107494;890;
10:10:47:842;181;1059929;929;
10:10:48:843;182;1104512;893;
10:10:49:843;183;1083973;910;
10:10:50:843;184;1121657;877;
10:10:51:843;185;1087322;905;
10:10:52:843;186;1069990;921;
10:10:53:843;187;1119333;880;
10:10:54:843;188;1008585;978;
10:10:55:843;189;1141506;862;
10:10:56:843;190;1081104;909;
10:10:57:844;191;1034909;953;
10:10:58:845;192;1141299;863;
10:10:59:845;193;1076577;917;
10:11:0:846;194;1113792;885;
10:11:1:846;195;1130720;871;
10:11:2:846;196;1064418;927;
10:11:3:846;197;1084478;908;
10:11:4:846;198;1075512;916;
10:11:5:846;199;1069388;921;
10:11:6:846;200;1049253;940;
10:11:7:846;201;1067783;924;
10:11:8:846;202;1111641;886;
10:11:9:846;203;1073369;918;
10:11:10:846;204;1087624;906;
10:11:11:846;205;1131656;869;
10:11:12:846;206;1109429;888;
10:11:13:847;207;1143043;862;
10:11:14:847;208;1101144;895;
10:11:15:847;209;1081327;912;
10:11:16:847;210;1155831;850;
10:11:17:848;211;1109069;889;
10:11:18:848;212;1127413;873;
10:11:19:848;213;1093074;902;
10:11:20:849;214;1164858;845;
10:11:21:849;215;1098627;897;
10:11:22:849;216;1045872;943;
10:11:23:850;217;1040725;949;
10:11:24:850;218;1056263;934;
10:11:25:850;219;1030189;958;
10:11:26:851;220;1150484;856;
10:11:27:851;221;1085308;908;
10:11:28:851;222;1012835;975;
10:11:29:852;223;1054143;937;
10:11:30:852;224;1087726;907;
10:11:31:852;225;1133366;869;
10:11:32:853;226;1012632;975;
10:11:33:853;227;1010365;977;
10:11:34:853;228;1062251;928;
10:11:35:854;229;1122999;878;
10:11:36:854;230;1084983;909;
10:11:37:854;231;1045445;942;
10:11:38:854;232;1048793;941;
10:11:39:854;233;1024715;963;
10:11:40:854;234;1042661;946;
10:11:41:854;235;1156643;845;
10:11:42:855;236;1183087;828;
10:11:43:855;237;1176721;831;
10:11:44:856;238;1173880;834;
10:11:45:857;239;1184349;831;
10:11:46:857;240;1190989;826;
10:11:47:857;241;1186919;829;
10:11:48:857;242;1143109;860;
10:11:49:857;243;1179785;834;
10:11:50:857;244;1168402;841;
10:11:51:857;245;1153414;852;
10:11:52:857;246;1050308;937;
10:11:53:857;247;1067945;924;
10:11:54:857;248;1118004;880;
10:11:55:857;249;1104027;892;
10:11:56:857;250;1117005;882;
10:11:57:857;251;1151696;855;
10:11:58:858;252;1069654;923;
10:11:59:858;253;1129790;871;
10:12:0:858;254;1119272;880;
10:12:1:859;255;1209250;814;
10:12:2:859;256;1110453;883;
10:12:3:860;257;1199293;821;
10:12:4:860;258;1169142;841;
10:12:5:860;259;1199306;821;
10:12:6:860;260;1133802;869;
10:12:7:861;261;1182378;832;
10:12:8:861;262;1179365;833;
10:12:9:861;263;1181756;832;
10:12:10:861;264;1187482;829;
10:12:11:861;265;1161245;847;
10:12:12:861;266;1200279;819;
10:12:13:861;267;1201664;819;
10:12:14:861;268;1188007;829;
10:12:15:861;269;1213347;811;
10:12:16:861;270;1168112;842;
10:12:17:861;271;1182682;831;
10:12:18:861;272;1186899;828;
10:12:19:862;273;1183076;832;
10:12:20:862;274;1218691;807;
10:12:21:862;275;1167597;843;
10:12:22:863;276;1142173;859;
10:12:23:863;277;1148298;856;
10:12:24:864;278;1186341;830;
10:12:25:864;279;1228660;800;
10:12:26:864;280;1130250;871;
10:12:27:865;281;1200704;820;
10:12:28:866;282;1219090;808;
10:12:29:866;283;1184932;830;
10:12:30:866;284;1208842;814;
10:12:31:866;285;1180579;833;
10:12:32:866;286;1099893;896;
10:12:33:867;287;1039952;949;
10:12:34:867;288;1051625;938;
10:12:35:867;289;1046727;943;
10:12:36:868;290;1114078;884;
10:12:37:869;291;1084796;909;
10:12:38:869;292;1056375;934;
10:12:39:870;293;1005790;981;
10:12:40:870;294;1026735;961;
10:12:41:870;295;1064459;926;
10:12:42:870;296;1082982;910;
10:12:43:870;297;1098591;896;
10:12:44:870;298;1156952;850;
10:12:45:871;299;1175016;838;
10:12:46:871;300;1131092;870;
10:12:47:871;301;1173735;837;
10:12:48:871;302;1190787;822;
10:12:49:872;303;1204598;818;
10:12:50:873;304;1217525;811;
10:12:51:873;305;1170417;844;
10:12:52:874;306;1193373;828;
10:12:53:874;307;1198334;824;
10:12:54:874;308;1118953;880;
10:12:55:874;309;1055116;937;
10:12:56:874;310;1158842;851;
10:12:57:874;311;1024752;965;
10:12:58:874;312;1009490;979;
10:12:59:874;313;1162794;848;
10:13:0:874;314;1075468;919;
10:13:1:874;315;1086409;909;
10:13:2:874;316;1161701;849;
10:13:3:874;317;1036704;954;
10:13:4:874;318;1110298;891;
10:13:5:874;319;1131748;872;
10:13:6:874;320;1082741;912;
10:13:7:874;321;1049630;941;
10:13:8:874;322;1174390;841;
10:13:9:875;323;1207395;818;
10:13:10:875;324;1070561;923;
10:13:11:875;325;1139185;867;
10:13:12:875;326;1160823;850;
10:13:13:875;327;1082654;913;
10:13:14:875;328;1081634;913;
10:13:15:875;329;1054522;937;
10:13:16:875;330;1063545;930;
10:13:17:875;331;1068581;925;
10:13:18:875;332;1129630;874;
10:13:19:875;333;1030748;960;
10:13:20:875;334;1055918;938;
10:13:21:875;335;1025929;962;
10:13:22:876;336;1100426;898;
10:13:23:876;337;1107200;894;
10:13:24:878;338;1088960;909;
10:13:25:879;339;1133596;872;
10:13:26:879;340;1112893;888;
10:13:27:879;341;1140402;867;
10:13:28:879;342;1079325;913;
10:13:29:879;343;1070039;918;
10:13:30:879;344;1134567;864;
10:13:31:880;345;1029935;958;
10:13:32:880;346;1029606;958;
10:13:33:880;347;1038312;949;
10:13:34:880;348;1035661;951;
10:13:35:880;349;1062223;928;
10:13:36:880;350;1066928;923;
10:13:37:880;351;1183428;831;
10:13:38:880;352;1162394;846;
10:13:39:880;353;1147166;856;
10:13:40:880;354;1177417;835;
10:13:41:881;355;1203843;818;
10:13:42:881;356;1170422;840;
10:13:43:881;357;1154672;851;
10:13:44:881;358;1173477;837;
10:13:45:881;359;1197180;822;
10:13:46:881;360;1135867;866;
10:13:47:881;361;1102577;892;
10:13:48:881;362;1052613;936;
10:13:49:881;363;1118728;878;
10:13:50:881;364;1050221;938;
10:13:51:881;365;1103692;892;
10:13:52:882;366;1172354;840;
10:13:53:883;367;1070815;922;
10:13:54:883;368;1149136;856;
10:13:55:883;369;1119857;878;
10:13:56:883;370;1139667;863;
10:13:57:891;371;1074683;924;
10:13:58:892;372;1098530;896;
10:13:59:893;373;1187399;829;
10:14:0:893;374;1164311;845;
10:14:1:893;375;1168920;841;
10:14:2:893;376;1159521;848;
10:14:3:894;377;1158130;850;
10:14:4:895;378;1033514;955;
10:14:5:896;379;1020949;968;
10:14:6:896;380;1047788;942;
10:14:7:897;381;1058573;932;
10:14:8:897;382;1166543;844;
10:14:9:898;383;1188304;828;
10:14:10:898;384;1168601;841;
10:14:11:900;385;1170252;842;
10:14:12:900;386;1161880;847;
10:14:13:900;387;1197925;821;
10:14:14:900;388;1151230;854;
10:14:15:900;389;1016590;970;
10:14:16:900;390;1060704;929;
10:14:17:900;391;1072257;919;
10:14:18:900;392;1137875;865;
10:14:19:900;393;1072329;920;
10:14:20:900;394;1092942;901;
10:14:21:900;395;1134937;868;
10:14:22:900;396;1064806;925;
10:14:23:900;397;1014689;973;
10:14:24:900;398;1052701;938;
10:14:25:900;399;1047029;943;
10:14:26:900;400;1143167;861;
10:14:27:900;401;1147793;858;
10:14:28:900;402;1100823;895;
10:14:29:900;403;1092160;903;
10:14:30:900;404;1118481;880;
10:14:31:900;405;1084158;909;
10:14:32:900;406;1068116;919;
10:14:33:900;407;1134766;863;
10:14:34:900;408;1059626;925;
10:14:35:900;409;1044981;941;
10:14:36:900;410;1141524;863;
10:14:37:900;411;1105202;891;
10:14:38:901;412;1117770;882;
10:14:39:901;413;1108231;887;
10:14:40:901;414;1106904;890;
10:14:41:902;415;1116005;882;
10:14:42:902;416;1185624;830;
10:14:43:902;417;1072028;919;
10:14:44:902;418;1064145;927;
10:14:45:902;419;1100839;894;
10:14:46:902;420;1086891;908;
10:14:47:902;421;1124862;876;
10:14:48:902;422;1208197;814;
10:14:49:902;423;1076147;916;
10:14:50:903;424;1139513;864;
10:14:51:903;425;1105366;892;
10:14:52:903;426;1125601;874;
10:14:53:903;427;1185567;830;
10:14:54:903;428;1197302;821;
10:14:55:903;429;1070643;920;
10:14:56:903;430;1136044;866;
10:14:57:903;431;1084479;910;
10:14:58:903;432;1105924;891;
10:14:59:903;433;1014238;971;
10:15:0:903;434;1030697;958;
10:15:1:903;435;1046205;942;
10:15:2:904;436;1106951;890;
10:15:3:904;437;1189848;827;
10:15:4:904;438;1191799;825;
10:15:5:904;439;1195053;824;
10:15:6:904;440;1206380;815;
10:15:7:904;441;1189242;827;
10:15:8:904;442;1158895;849;
10:15:9:904;443;1053593;936;
10:15:10:904;444;1069046;923;
10:15:11:905;445;1104266;893;
10:15:12:905;446;1087451;906;
10:15:13:906;447;1097261;898;
10:15:14:906;448;1045299;944;
10:15:15:906;449;1087686;906;
10:15:16:906;450;1057157;932;
10:15:17:906;451;1032375;955;
10:15:18:907;452;1079158;914;
10:15:19:907;453;1164321;846;
10:15:20:907;454;1054694;935;
10:15:21:907;455;1074226;917;
10:15:22:907;456;1044521;944;
10:15:23:907;457;1105880;891;
10:15:24:907;458;1042902;945;
10:15:25:907;459;1075059;917;
10:15:26:907;460;1157639;849;
10:15:27:908;461;1002976;985;
10:15:28:908;462;1020542;967;
10:15:29:908;463;1044520;943;
10:15:30:908;464;1084747;908;
10:15:31:908;465;1042904;946;
10:15:32:909;466;1057104;931;
10:15:33:909;467;1167080;843;
10:15:34:910;468;1185387;830;
10:15:35:910;469;1143069;858;
10:15:36:910;470;1148025;852;
10:15:37:910;471;1172283;839;
10:15:38:910;472;1135452;870;
10:15:39:910;473;1127084;876;
10:15:40:910;474;1090650;906;
10:15:41:910;475;1038762;953;
10:15:42:910;476;1058746;933;
10:15:43:910;477;1044774;946;
10:15:44:910;478;1100659;898;
10:15:45:910;479;1122589;880;
10:15:46:910;480;1110756;890;
10:15:47:910;481;1117540;884;
10:15:48:910;482;1144550;862;
10:15:49:910;483;1182652;836;
10:15:50:910;484;1142983;864;
10:15:51:911;485;1155012;855;
10:15:52:911;486;1166051;847;
10:15:53:911;487;1192309;829;
10:15:54:911;488;1154331;855;
10:15:55:911;489;1204862;820;
10:15:56:911;490;1207979;817;
10:15:57:911;491;1186593;832;
10:15:58:911;492;1176009;840;
10:15:59:911;493;1217414;812;
10:16:0:911;494;1189040;830;
10:16:1:911;495;1162257;850;
10:16:2:912;496;1178580;838;
10:16:3:912;497;1183530;834;
10:16:4:912;498;1160727;850;
10:16:5:912;499;1149251;860;
10:16:6:912;500;1097296;901;
10:16:7:912;501;1126034;876;
10:16:8:912;502;1111571;890;
10:16:9:912;503;1124238;877;
10:16:10:912;504;1108483;891;
10:16:11:912;505;1088171;908;
10:16:12:912;506;1115074;886;
10:16:13:912;507;1133097;872;
10:16:14:914;508;992190;999;
10:16:15:914;509;1105647;895;
10:16:16:914;510;1160272;851;
10:16:17:914;511;1048698;943;
10:16:18:914;512;1048969;936;
10:16:19:914;513;1130931;866;
10:16:20:914;514;1076008;916;
10:16:21:915;515;1158597;850;
10:16:22:915;516;1175630;837;
10:16:23:915;517;1139835;862;
10:16:24:916;518;1160659;848;
10:16:25:916;519;1086349;908;
10:16:26:916;520;1054720;934;
10:16:27:916;521;1051777;937;
10:16:28:916;522;1174153;838;
10:16:29:917;523;1066881;925;
10:16:30:917;524;1160604;847;
10:16:31:918;525;1177365;835;
10:16:32:918;526;1141829;861;
10:16:33:919;527;1160544;848;
10:16:34:919;528;1197988;821;
10:16:35:921;529;1195228;824;
10:16:36:921;530;1144091;860;
10:16:37:921;531;1146133;858;
10:16:38:921;532;1161672;846;
10:16:39:921;533;1166911;843;
10:16:40:921;534;1125498;875;
10:16:41:921;535;1188983;827;
10:16:42:921;536;1181516;832;
10:16:43:921;537;1183947;831;
10:16:44:922;538;1152429;854;
10:16:45:922;539;1199948;820;
10:16:46:922;540;1141764;861;
10:16:47:923;541;1200007;820;
10:16:48:924;542;1178761;836;
10:16:49:924;543;1184492;831;
10:16:50:924;544;1194401;823;
10:16:51:924;545;1205903;816;
10:16:52:924;546;1162809;845;
10:16:53:924;547;1144822;859;
10:16:54:924;548;1098530;896;
10:16:55:924;549;1060181;930;
10:16:56:924;550;1129179;871;
10:16:57:924;551;1144379;861;
10:16:58:924;552;1070705;920;
10:16:59:925;553;1139065;865;
10:17:0:925;554;1061769;929;
10:17:1:925;555;1116611;882;
10:17:2:925;556;1063684;928;
10:17:3:926;557;1103045;893;
10:17:4:926;558;1038464;951;
10:17:5:926;559;1094533;901;
10:17:6:926;560;1056638;933;
10:17:7:926;561;1167233;844;
10:17:8:927;562;1232077;799;
10:17:9:927;563;1146452;857;
10:17:10:927;564;1211510;812;
10:17:11:927;565;1227341;802;
10:17:12:927;566;1155217;851;
10:17:13:927;567;1041961;946;
10:17:14:927;568;1046931;943;
